,Title,Year,Rating,Vote,Metascore,Budget,Certificate,Runtime,Genre,Overview,Artist,Director
1157,The Expendables 3,(2014),6.1,"188,137",35        ,$39.32M,PG-13,126 min,"Action, Adventure, Thriller","
Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.","['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Antonio Banderas']",Patrick Hughes
1158,The Woman in Black,(2012),6.4,"187,964",62        ,$54.33M,PG-13,95 min,"Drama, Fantasy, Horror","
A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.","['Daniel Radcliffe', 'Janet McTeer', 'Ciarán Hinds', 'Emma Shorey']",James Watkins
1159,About a Boy,(2002),7.1,"187,783",75        ,$41.39M,PG-13,101 min,"Comedy, Drama, Romance","
Will, who attends single parent meetings to woo women, meets Marcus, a troubled 12-year-old boy. As they become friends, Will learns to be responsible while he helps Marcus with his studies.","['Hugh Grant', 'Nicholas Hoult', 'Toni Collette', 'Sharon Small']",Paul Weitz; Chris Weitz
1160,REC,(2007),7.4,"187,674",71        ,-,R,78 min,"Horror, Mystery, Thriller","
A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.","['Manuela Velasco', 'Ferran Terraza', 'Jorge-Yamam Serrano', 'Pablo Rosso']",Paco Plaza; Jaume Balagueró
1161,Grindhouse,(2007),7.5,"187,593",77        ,$25.04M,R,191 min,"Action, Horror, Thriller","
Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.","['Quentin Tarantino', 'Edgar Wright', 'Rob Zombie', 'Kurt Russell', 'Rose McGowan', 'Danny Trejo', 'Zoë Bell']",Eli Roth; Robert Rodriguez
1162,Evil Dead,(2013),6.5,"187,583",57        ,$54.24M,R,91 min,Horror,"
Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.","['Jane Levy', 'Shiloh Fernandez', 'Jessica Lucas', 'Lou Taylor Pucci']",Fede Alvarez
1163,The Assassination of Jesse James by the Coward Robert Ford,(2007),7.5,"187,150",68        ,$3.90M,R,160 min,"Biography, Crime, Drama","
Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","['Brad Pitt', 'Casey Affleck', 'Sam Shepard', 'Mary-Louise Parker']",Andrew Dominik
1164,Anchorman 2: The Legend Continues,(2013),6.3,"187,013",61        ,$127.35M,PG-13,119 min,Comedy,"
With the 1970s behind him, San Diego's former top-rated newsreader, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.","['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'Steve Carell']",Adam McKay
1165,The Apartment,(1960),8.3,"186,898",94        ,$18.60M,Approved,125 min,"Comedy, Drama, Romance","
A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']",Billy Wilder
1166,The Longest Yard,(2005),6.4,"186,887",48        ,$158.12M,PG-13,113 min,"Comedy, Crime, Sport","
Prison inmates form a football team to challenge the prison guards.","['Adam Sandler', 'Burt Reynolds', 'Chris Rock', 'Nelly']",Peter Segal
1167,Army of Darkness,(1992),7.4,"186,763",59        ,$11.50M,R,81 min,"Comedy, Horror","
A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.","['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie']",Sam Raimi
1168,Tucker and Dale vs Evil,(2010),7.5,"186,562",65        ,$0.22M,R,89 min,"Comedy, Horror","
Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.","['Tyler Labine', 'Alan Tudyk', 'Katrina Bowden', 'Jesse Moss']",Eli Craig
1169,Tomorrowland,(2015),6.4,"186,532",60        ,$93.44M,PG,130 min,"Action, Adventure, Family","
Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","['George Clooney', 'Britt Robertson', 'Hugh Laurie', 'Raffey Cassidy']",Brad Bird
1170,The Road Warrior,(1981),7.6,"186,414",77        ,$12.47M,R,96 min,"Action, Adventure, Sci-Fi","
In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.","['Mel Gibson', 'Bruce Spence', 'Michael Preston', 'Max Phipps']",George Miller
1171,Black Mass,(2015),6.9,"186,222",68        ,$62.58M,R,123 min,"Biography, Crime, Drama","
The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.","['Johnny Depp', 'Benedict Cumberbatch', 'Dakota Johnson', 'Joel Edgerton']",Scott Cooper
1172,Mama,(2013),6.2,"186,088",57        ,$71.63M,PG-13,100 min,"Fantasy, Horror, Thriller","
After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.","['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse']",Andy Muschietti
1173,6 Underground,(2019),6.1,"185,901",41        ,-,R,128 min,"Action, Thriller","
Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.","['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']",Michael Bay
1174,Breakfast at Tiffany's,(1961),7.6,"185,745",76        ,-,Approved,115 min,"Comedy, Drama, Romance","
A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.","['Audrey Hepburn', 'George Peppard', 'Patricia Neal', 'Buddy Ebsen']",Blake Edwards
1175,Planet of the Apes,(1968),8.0,"185,594",79        ,$33.40M,G,112 min,"Adventure, Sci-Fi","
An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.","['Charlton Heston', 'Roddy McDowall', 'Kim Hunter', 'Maurice Evans']",Franklin J. Schaffner
1176,The Bank Job,(2008),7.2,"185,349",69        ,$30.06M,R,111 min,"Crime, Drama, Thriller","
Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.","['Jason Statham', 'Saffron Burrows', 'Stephen Campbell Moore', 'Daniel Mays']",Roger Donaldson
1177,Hostel,(2005),5.9,"185,123",55        ,$47.33M,R,94 min,Horror,"
Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","['Jay Hernandez', 'Derek Richardson', 'Eythor Gudjonsson', 'Barbara Nedeljakova']",Eli Roth
1178,Terminator: Dark Fate,(2019),6.2,"184,876",54        ,$62.25M,R,128 min,"Action, Adventure, Sci-Fi","
An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes']",Tim Miller
1179,High Fidelity,(2000),7.4,"184,735",79        ,$27.29M,R,113 min,"Comedy, Drama, Music","
Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.","['John Cusack', 'Iben Hjejle', 'Todd Louiso', 'Jack Black']",Stephen Frears
1180,Incendies,(2010),8.3,"184,593",80        ,$6.86M,R,131 min,"Drama, Mystery","
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.","['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']",Denis Villeneuve
1181,G.I. Joe: Retaliation,(2013),5.7,"184,577",41        ,$122.52M,PG-13,110 min,"Action, Adventure, Sci-Fi","
The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-hun']",Jon M. Chu
1182,Hero,(2002),7.9,"184,570",85        ,$53.71M,PG-13,120 min,"Action, Adventure, Drama","
A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.","['Jet Li', 'Tony Leung Chiu-wai', 'Maggie Cheung', 'Ziyi Zhang']",Yimou Zhang
1183,The Trial of the Chicago 7,(2020),7.7,"184,458",76        ,-,R,129 min,"Drama, History, Thriller","
The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']",Aaron Sorkin
1184,Demolition Man,(1993),6.7,"184,421",34        ,$58.06M,R,115 min,"Action, Sci-Fi, Thriller","
A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne']",Marco Brambilla
1185,Independence Day: Resurgence,(2016),5.2,"183,898",32        ,$103.14M,PG-13,120 min,"Action, Adventure, Sci-Fi","
Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe']",Roland Emmerich
1186,Rise of the Guardians,(2012),7.2,"183,793",58        ,$103.41M,PG,97 min,"Animation, Action, Adventure","
When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.","['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']",Peter Ramsey
1187,The Abyss,(1989),7.5,"183,707",62        ,$54.46M,PG-13,140 min,"Adventure, Drama, Mystery","
A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.","['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester']",James Cameron
1188,Mud,(2012),7.4,"183,553",76        ,$21.59M,PG-13,130 min,Drama,"
Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.","['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland', 'Sam Shepard']",Jeff Nichols
1189,Deep Impact,(1998),6.2,"183,488",40        ,$140.46M,PG-13,120 min,"Action, Drama, Sci-Fi","
A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman']",Mimi Leder
1190,The Invisible Guest,(2016),8.0,"183,237",40        ,-,TV-MA,106 min,"Crime, Drama, Mystery","
A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.","['Mario Casas', 'Ana Wagener', 'Jose Coronado', 'Bárbara Lennie']",Oriol Paulo
1191,The Power of the Dog,(2021),6.8,"183,211",89        ,-,R,126 min,"Drama, Western","
Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.","['Benedict Cumberbatch', 'Kirsten Dunst', 'Jesse Plemons', 'Kodi Smit-McPhee']",Jane Campion
1192,xXx,(2002),5.8,"183,148",48        ,$142.11M,PG-13,124 min,"Action, Adventure, Thriller","
The US government recruits extreme sports athlete Xander Cage to infiltrate a Russian criminal ring, which is plotting the destruction of the world.","['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']",Rob Cohen
1193,Cinderella,(2015),6.9,"183,119",67        ,$201.15M,PG,105 min,"Adventure, Drama, Family","
When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.","['Lily James', 'Cate Blanchett', 'Richard Madden', 'Helena Bonham Carter']",Kenneth Branagh
1194,Sleepless in Seattle,(1993),6.8,"183,113",72        ,$126.53M,PG,105 min,"Comedy, Drama, Romance","
A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.","['Tom Hanks', 'Meg Ryan', 'Ross Malinger', 'Rita Wilson']",Nora Ephron
1195,Pi,(1998),7.3,"182,906",72        ,$3.22M,R,84 min,"Drama, Horror, Mystery","
A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.","['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Pamela Hart']",Darren Aronofsky
1196,Blade: Trinity,(2004),5.8,"182,793",38        ,$52.41M,R,113 min,"Action, Horror, Sci-Fi","
Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.","['Wesley Snipes', 'Kris Kristofferson', 'Parker Posey', 'Ryan Reynolds']",David S. Goyer
1197,Over the Hedge,(2006),6.7,"182,766",67        ,$155.02M,PG,83 min,"Animation, Adventure, Comedy","
A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","['Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes']",Karey Kirkpatrick; Tim Johnson
1198,Rocketman,(2019),7.3,"182,677",69        ,$96.37M,R,121 min,"Biography, Drama, Music","
A musical fantasy about the fantastical human story of Elton John's breakthrough years.","['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard']",Dexter Fletcher
1199,Battle Los Angeles,(2011),5.7,"182,643",37        ,$83.55M,PG-13,116 min,"Action, Adventure, Sci-Fi","
A squad of U.S. Marines becomes the last line of defense against a global invasion.","['Aaron Eckhart', 'Michelle Rodriguez', 'Bridget Moynahan', 'Ramón Rodríguez']",Jonathan Liebesman
1200,Inferno,(2016),6.2,"182,517",42        ,$34.34M,PG-13,121 min,"Action, Adventure, Crime","
When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks and they race across Europe together against the clock to foil a deadly global plot.","['Tom Hanks', 'Felicity Jones', 'Irrfan Khan', 'Ben Foster']",Ron Howard
1201,Get Him to the Greek,(2010),6.3,"182,268",65        ,$60.97M,R,109 min,"Comedy, Music","
A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.","['Jonah Hill', 'Russell Brand', 'Elisabeth Moss', 'Rose Byrne']",Nicholas Stoller
